"UNITID","INSTNM","ADDR","CITY","STABBR","ZIP","FIPS","OBEREG","CHFNM","CHFTITLE","GENTELE","EIN","OPEID","OPEFLAG","WEBADDR","ADMINURL","FAIDURL","APPLURL","NPRICURL","SECTOR","ICLEVEL","CONTROL","HLOFFER","UGOFFER","GROFFER","HDEGOFR1","DEGGRANT","HBCU","HOSPITAL","MEDICAL","TRIBAL","LOCALE","OPENPUBL","ACT","NEWID","DEATHYR","CLOSEDAT","CYACTIVE","POSTSEC","PSEFLAG","PSET4FLG","RPTMTH","IALIAS","INSTCAT","CCBASIC","CCIPUG","CCIPGRAD","CCUGPROF","CCENRPRF","CCSIZSET","CARNEGIE","LANDGRNT","INSTSIZE","CBSA","CBSATYPE","CSA","NECTA","F1SYSTYP","F1SYSNAM","FAXTELE","COUNTYCD","COUNTYNM","CNGDSTCD","LONGITUD","LATITUDE"
145813,"Illinois State University","North and School Streets","Normal","IL","61790-1000",17," 3","C. Alvin Bowman","President","3094382111","376014070","00169200",1,"illinoisstate.edu/","www.admissions.illinoisstate.edu","financialaid.illinoisstate.edu/","www.admissions.illinoisstate.edu/apply","financialaid.illinoisstate.edu/prospective/estimator",1,1,1,9,1,1,11,1,2,2,2,2,22,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,17,14,18,13,3,16,16,2,5,14010,1,145,-2,2," ","3094383932",17113,"McLean County",1713,-88.99234,40.509724
213367,"La Salle University","1900 W Olney Ave","Philadelphia","PA","19141-1199",42," 2","Michael McGinniss","President","2159511000","231352654","00328700",1,"www.lasalle.edu","www.lasalle.edu/admiss/","www.lasalle.edu/admiss/fin_aid/","www.lasalle.edu/admiss/apply_now.php","lasalle.studentaidcalculator.com/survey.aspx",2,1,2,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,13,13,7,4,13,21,2,3,37980,1,428,-2,2," ","2159511488",42101,"Philadelphia County",4202,-75.152996,40.038503
239105,"Marquette University","1250 W Wisconsin Avenue","Milwaukee","WI","53233",55," 3","Rev. Scott R. Pilarz S.J.","President","4142887710","390806251","00386300",1,"www.marquette.edu","www.marquette.edu/student/","www.marquette.edu/about/fin_aid.shtml","www.marquette.edu/student/applytoday.shtml","www.marquette.edu/student-aid-calculator/",2,1,2,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,17,10,14,12,4,17,15,2,4,33340,1,376,-2,2," ","4142883764",55079,"Milwaukee County",5504,-87.928122,43.038765
240453,"University of Wisconsin-Milwaukee","2200 E Kenwood Blvd","Milwaukee","WI","53201-0413",55," 3","Michael R. Lovell","Chancellor","4142291122","396006492","00389600",1,"www.uwm.edu","www4.uwm.edu/admission/","www4.uwm.edu/financialaid/","https://apply.wisconsin.edu","www4.uwm.edu/financialaid/calculator/NPC/",1,1,1,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"UWM",2,16,11,15,11,4,15,15,2,5,33340,1,376,-2,1,"University of Wisconsin System","6082630544",55079,"Milwaukee County",5504,-87.880488,43.076848
179566,"Missouri State University-Springfield","901 S National","Springfield","MO","65897",29," 4","Mr. Cliff Smart","Interim President","4178365000","446000308","00250300",1,"www.missouristate.edu","www.missouristate.edu/admissions/","www.missouristate.edu/FinancialAid/","https://www.missouristate.edu/futurestudents/applynow.aspx","missouristate.studentaidcalculator.com/welcome.aspx",1,1,1,9,1,1,13,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,13,4,11,4,16,21,2,5,44180,1,520,-2,1,"Missouri State University"," ",29077,"Greene County",2907,-93.276821,37.197983
157401,"Murray State University","218 Wells Hall","Murray","KY","42071-3318",21," 5","Randy J. Dunn","President","2708093011","611005783","00197700",1,"www.murraystate.edu","www.murraystate.edu/Admissions","www.murraystate.edu/fas.aspx","www.murraystate.edu/Admissions/ApplyOnline.aspx","murraystate.studentaidcalculator.com/survey.aspx",1,1,1,9,1,1,13,1,2,2,2,2,33,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,13,4,11,4,13,21,2,4,34660,2,-2,-2,2," ","2708093413",21035,"Calloway County",2101,-88.323493,36.61241
154095,"University of Northern Iowa","1227 W 27th St","Cedar Falls","IA","50614-0005",19," 4","Benjamin Allen","President","3192732311","426004333","00189000",1,"www.uni.edu","www.uni.edu/admissions/","www.uni.edu/finaid/","www.uni.edu/admissions/apply/documents/undergrad_app.pdf","access.uni.edu/cgi-bin/calc_aid/calc_aid.cgi",1,1,1,9,1,1,14,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1,"UNI |Panthers |Northern Iowa",2,18,13,18,11,3,16,21,2,4,47940,1,-2,-2,1,"Board of Regents, State of Iowa"," ",19013,"Black Hawk County",1901,-92.459703,42.514923
120883,"University of the Pacific","3601 Pacific Ave","Stockton","CA","95211-0197"," 6"," 8","Pamela A. Eibeck","President","2099462011","941156266","00132900",1,"www.pacific.edu","web.pacific.edu/x14983.xml","web.pacific.edu/x17330.xml","web.pacific.edu/x17599.xml","npc.collegeboard.org/student/app/pacific",2,1,2,9,1,1,11,1,2,2,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"Pacific | UOP | University of Pacific | Pacific University | U. Pacific | Univ. of Pacific | U. of Pacific",2,17,10,18,13,5,14,16,2,3,44700,1,488,-2,2," "," ",6077,"San Joaquin County",609,-121.307296,37.980624
186131,"Princeton University","1 Nassau Hall","Princeton","NJ","08544-0070",34," 2","Shirley M. Tilghman","President","6092583000","210634501","00262700",1,"www.princeton.edu"," "," "," ","www.princeton.edu/admission/financialaid/estimator/",2,1,2,9,1,1,12,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,15,8,15,12,5,14,15,2,3,45940,1,408,-2,2," "," ",34021,"Mercer County",3412,-74.664364,40.348232
217402,"Providence College","1 Cunningham Square","Providence","RI","02918-0001",44," 1","Rev. Brian J. Shanley O.P.","President","4018651000","050258932","00340600",1,"www.providence.edu","www.providence.edu/Admission/","www.providence.edu/financial-aid/Pages/default.aspx","www.providence.edu/apply/Pages/default.aspx","npc.collegeboard.org/student/app/providence",2,1,2,7,1,1,20,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,10,6,12,3,14,21,2,2,39300,1,148,77200,2," ","4018652826",44007,"Providence County",4402,-71.43792,41.844064
217484,"University of Rhode Island","Green Hall, 35 Campus Avenue","Kingston","RI","02881",44," 1","David M. Dooley","President","4018741000","003414000","00341400",1,"www.uri.edu/","www.uri.edu/admission","www.uri.edu/es/menus/finaid.html","www.uri.edu/admission","www.collegeportraits.org/RI/URI/estimator/agree",1,1,1,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"URI",2,16,10,15,11,4,16,15,1,4,39300,1,148,77200,1,"Rhode Island Board of Governors for Higher Education"," ",44009,"Washington County",4402,-71.531052,41.481616
215770,"Saint Joseph's University","5600 City Avenue","Philadelphia","PA","19131-1395",42," 2","C. Kevin Gillespie, S.J.","President","6106601000","231352674","00336700",1,"www.sju.edu","www.sju.edu/majors-programs/apply-online","www.sju.edu/int/resources/finaid/index.html","www.sju.edu/majors-programs/apply-online","www.collegecostcalculator.org/sju",2,1,2,9,1,1,12,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,13,12,10,4,14,21,2,3,37980,1,428,-2,2," ","6106603300",42101,"Philadelphia County",4202,-75.238343,39.994442
233374,"University of Richmond","28 Westhampton Way","University of Richmond","VA","23173",51," 5","Edward L. Ayers","President","8042898000","540505965","00374400",1,"www.richmond.edu","admissions.richmond.edu/","financialaid.richmond.edu/","admissions.richmond.edu/process/index.html","npc.collegeboard.org/student/app/richmond",2,1,2,9,1,1,13,1,2,2,2,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,"UR/U of Richmond/Richmond",2,21,7,8,12,4,14,31,2,2,40060,1,-2,-2,2," ","8042876540",51760,"Richmond city",5107,-77.538702,37.577625
179159,"Saint Louis University-Main Campus","One Grand Blvd","Saint Louis","MO","63103-2097",29," 4","Lawrence Biondi, S.J.","President","3149772222","430654872","00250600",1,"www.slu.edu","admissions.slu.edu","finaid.slu.edu","apply.slu.edu","www.slu.edu/services/emis/apps/cost/",2,1,2,9,1,1,11,1,2,1,1,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,14,9,5,17,15,2,4,41180,1,476,-2,2," ","3149777136",29510,"St. Louis city",2901,-90.23343,38.636516
123554,"Saint Marys College of California","1928 Saint Marys Road","Moraga","CA","94556"," 6"," 8","Ronald Gallagher","President","9256314000","941156599","00130200",1,"www.stmarys-ca.edu","www.stmarys-ca.edu/admissions-aid","www.stmarys-ca.edu/financialaid","www.smcadmit.com","www.stmarys-ca.edu/admissions-aid/net-price-calculator",2,1,2,9,1,1,12,1,2,2,2,2,41,1,"A ",-2,-2,"-2",1,1,1,1,1,"St. Marys College of California | St Marys College of California",2,18,10,12,10,4,14,21,2,2,41860,1,488,-2,2," ","9253767193",6013,"Contra Costa County",611,-122.106795,37.83997
186584,"Seton Hall University","400 S Orange Ave","South Orange","NJ","07079-2697",34," 2","Dr. A. Gabriel Esteban","President","9737619000","221500645","00263200",1,"www.shu.edu","www.shu.edu/applying/index.cfm","www.shu.edu/offices/financial-aid/","www.shu.edu/applying/undergraduate/apply.cfm","www7.shu.edu/admissions/cost-calculator.cfm",2,1,2,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,17,10,18,11,5,13,16,2,3,35620,1,408,-2,2," "," ",34013,"Essex County",3410,-74.248753,40.742859
149222,"Southern Illinois University Carbondale","Lincoln Drive","Carbondale","IL","62901-4512",17," 3","Rita Cheng","Chancellor","6184532121","376005961","00175800",1,"www.siu.edu","admissions.siu.edu/","fao.siu.edu/","admissions.siu.edu/applynow.html","fao.siu.edu/cost/",1,1,1,9,1,1,11,1,2,1,1,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,16,14,14,11,4,16,15,2,4,16060,1,-2,-2,1,"Southern Illinois University","6184534609",17077,"Jackson County",1712,-89.217618,37.71921
195809,"St. John's University-New York","8000 Utopia Pky","Queens","NY","11439",36," 2","Rev. Donald J. Harrington, C.M.","President","7189906161","111630830","00282300",1,"www.stjohns.edu","www.stjohns.edu/admission","www.stjohns.edu/services/financial","www.stjohns.edu/admission/undergraduate/apply","www.stjohns.edu/services/financial/netprice.stj",2,1,2,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,17,10,18,10,4,16,16,2,5,35620,1,408,-2,2," ","7189905723",36081,"Queens County",3605,-73.795301,40.721979
152600,"Valparaiso University","US Highway 30 and Sturdy Road","Valparaiso","IN","46383",18," 3","Mark A. Heckler","President","2194645000","350868125","00184200",1,"valpo.edu","valpo.edu/admission/","valpo.edu/financialaid/","valpo.edu/apply/","valpo.collegecosts.com/Estimator/Agreement",2,1,2,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1,"Valpo|VU",2,18,10,4,10,5,14,21,2,2,16980,1,176,-2,2," ","2194645381",18127,"Porter County",1801,-87.045853,41.463176
216597,"Villanova University","800 Lancaster Avenue","Villanova","PA","19085-1699",42," 2","Peter M. Donohue, O.S.A.","President","6105194500","231352688","00338800",1,"www.villanova.edu","www.villanova.edu/enroll/admission","www.villanova.edu/enroll/finaid","www1.villanova.edu/villanova/admission/overview/undergrad.html","npc.collegeboard.org/student/app/villanova",2,1,2,9,1,1,11,1,2,2,2,2,21,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,11,18,12,4,14,21,2,4,37980,1,428,-2,2," ","6105195000",42045,"Delaware County",4207,-75.345457,40.039388
234030,"Virginia Commonwealth University","910 W Franklin St","Richmond","VA","23284-2512",51," 5","Dr. Michael Rao","President","8048280100","546001758","00373500",1,"www.vcu.edu/","www.vcu.edu/apply/","www.enrollment.vcu.edu/finaid/","www.ugrad.vcu.edu/index.html","npc.collegeboard.org/student/app/vcu",1,1,1,9,1,1,11,1,2,1,1,2,12,1,"A ",-2,-2,"-2",1,1,1,1,1,"VCU",2,15,11,14,11,4,15,15,2,5,40060,1,-2,-2,2," ","8048281899",51760,"Richmond city",5103,-77.453597,37.547631
156125,"Wichita State University","1845 N. Fairmount","Wichita","KS","67260-0124",20," 4","John W. Bardo","President","3169783456","486029925","00195000",1,"www.wichita.edu","www.wichita.edu/thisis/offices/admissions/","www.wichita.edu/thisis/home/?u=finaid_home","webs.wichita.edu/?u=apply&p=/OnlineApplicationGateway","webapps.wichita.edu/netprice/",1,1,1,9,1,1,11,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"WSU",2,16,14,16,8,4,15,16,2,4,48620,1,556,-2,1,"Kansas State University System","3169783016",20173,"Sedgwick County",2004,-97.296733,37.716484
218964,"Winthrop University","701 Oakland Ave","Rock Hill","SC","29733",45," 5","Anthony Digiorgio","President","8033232211","576001204","00345600",1,"www.winthrop.edu","www.winthrop.edu/admissions/secondary.aspx?id=2462","www.winthrop.edu/finaid/","https://www.applyweb.com/apply/winthrop/menu.html","www.winthrop.edu/finaid/default.aspx?id=20273",1,1,1,8,1,1,20,1,2,2,2,2,13,1,"A ",-2,-2,"-2",1,1,1,1,1," ",2,18,10,6,11,4,13,21,2,3,16740,1,172,-2,2," ","8033232137",45091,"York County",4505,-81.028663,34.93851
206622,"Xavier University","3800 Victory Parkway","Cincinnati","OH","45207-1092",39," 3","Michael J Graham, SJ","President","5137453000","310537516","00314400",1,"www.xavier.edu","www.xavier.edu/admission","www.xavier.edu/financial-aid","www.xavier.edu/admission/apply.cfm","www.xavier.edu/undergraduate-admission/scholarships/fa-calculator/index.cfm",2,1,2,9,1,1,13,1,2,2,2,2,11,1,"A ",-2,-2,"-2",1,1,1,1,1,"XU | X",2,18,10,6,12,5,13,21,2,3,17140,1,178,-2,2," ","5137454319",39061,"Hamilton County",3901,-84.477648,39.149291
